municipio_distrito;fecha_informe;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
Batres                                      ;2020/04/12 07:00:00;;59,38;8;475,06;0170  
Alcobendas                                  ;2020/04/12 07:00:00;220;187,97;481;410,97;0066  
Alcalá de Henares                           ;2020/04/12 07:00:00;463;236,65;2020;1032,46;0053  
Colmenar Viejo                              ;2020/04/12 07:00:00;143;281,76;242;476,83;0455  
San Fernando de Henares                     ;2020/04/12 07:00:00;121;306,86;298;755,73;1300  
Villalbilla                                 ;2020/04/12 07:00:00;11;79,26;81;583,66;1723  
El Escorial                                 ;2020/04/12 07:00:00;13;80,44;45;278,43;0549  
Colmenar del Arroyo                         ;2020/04/12 07:00:00;;0;;231,88;0421  
Torrejón de Ardoz                           ;2020/04/12 07:00:00;186;141,58;807;614,27;1489  
Piñuécar-Gandullas                          ;2020/04/12 07:00:00;;0;;0;1147  
Brea de Tajo                                ;2020/04/12 07:00:00;;381,68;;572,52;0259  
El Molar                                    ;2020/04/12 07:00:00;14;156,63;24;268,52;0869  
Belmonte de Tajo                            ;2020/04/12 07:00:00;;0;;120,19;0199  
Torres de la Alameda                        ;2020/04/12 07:00:00;20;257,1;57;732,74;1548  
Somosierra                                  ;2020/04/12 07:00:00;;1162,79;;1162,79;1436  
Alpedrete                                   ;2020/04/12 07:00:00;27;185,25;72;494;0105  
Orusco de Tajuña                            ;2020/04/12 07:00:00;8;643,09;16;1286,17;1028  
La Hiruela                                  ;2020/04/12 07:00:00;;1754,39;;1754,39;0698  
Cervera de Buitrago                         ;2020/04/12 07:00:00;;666,67;;1333,33;0395  
Getafe                                      ;2020/04/12 07:00:00;352;191,96;860;468,99;0650  
Ribatejada                                  ;2020/04/12 07:00:00;;0;;127,71;1224  
Villaconejos                                ;2020/04/12 07:00:00;;29,52;8;236,13;1701  
Valdetorres de Jarama                       ;2020/04/12 07:00:00;;88,95;12;266,84;1646  
Madrid-Retiro                               ;2020/04/11 07:00:00;387;324,35;1079;904,31;079603
Madrid-Salamanca                            ;2020/04/11 07:00:00;388;265,56;1130;773,42;079604
Madrid-Centro                               ;2020/04/11 07:00:00;311;230,63;779;577,69;079601
Madrid-Arganzuela                           ;2020/04/11 07:00:00;424;275,68;1132;736,01;079602
Madrid-Chamartín                            ;2020/04/11 07:00:00;431;295,51;1111;761,75;079605
Madrid-Tetuán                               ;2020/04/11 07:00:00;677;428,42;1542;975,81;079606
Madrid-Chamberí                             ;2020/04/11 07:00:00;382;274,07;996;714,6;079607
Madrid-Fuencarral-El Pardo                  ;2020/04/11 07:00:00;963;391,56;2112;858,75;079608
Madrid-Moncloa-Aravaca                      ;2020/04/11 07:00:00;327;273,83;843;705,92;079609
Madrid-Latina                               ;2020/04/11 07:00:00;676;283,77;1855;778,7;079610
Madrid-Carabanchel                          ;2020/04/11 07:00:00;584;230,74;1794;708,81;079611
Madrid-Usera                                ;2020/04/11 07:00:00;327;234;1059;757,83;079612
Madrid-Puente de Vallecas                   ;2020/04/11 07:00:00;919;391,3;2320;987,84;079613
Madrid-San Blas - Canillejas                ;2020/04/11 07:00:00;395;249,78;1039;657;079620
Madrid-Barajas                              ;2020/04/11 07:00:00;132;269,69;325;664,01;079621
Madrid-Moratalaz                            ;2020/04/11 07:00:00;410;433,54;1009;1066,93;079614
Madrid-Ciudad Lineal                        ;2020/04/11 07:00:00;652;301,46;1571;726,36;079615
Madrid-Hortaleza                            ;2020/04/11 07:00:00;500;265,69;1287;683,89;079616
Madrid-Villaverde                           ;2020/04/11 07:00:00;306;205,44;1059;711;079617
Madrid-Villa de Vallecas                    ;2020/04/11 07:00:00;296;268,2;984;891,59;079618
Madrid-Vicálvaro                            ;2020/04/11 07:00:00;257;356,49;625;866,96;079619
Pozuelo de Alarcón                          ;2020/04/11 07:00:00;113;130,75;436;504,5;1150  
Alcorcón                                    ;2020/04/11 07:00:00;611;358,33;1219;714,9;0072  
Navalcarnero                                ;2020/04/11 07:00:00;34;116,05;114;389,11;0967  
San Agustín del Guadalix                    ;2020/04/11 07:00:00;17;127,06;34;254,13;1296  
Las Rozas de Madrid                         ;2020/04/11 07:00:00;220;229,61;473;493,66;1277  
Moraleja de Enmedio                         ;2020/04/11 07:00:00;6;116,82;18;350,47;0894  
Valdaracete                                 ;2020/04/11 07:00:00;;492,61;;821,02;1551  
Pozuelo del Rey                             ;2020/04/11 07:00:00;;0;;87,18;1163  
Puebla de la Sierra                         ;2020/04/11 07:00:00;;0;;0;1185  
Perales de Tajuña                           ;2020/04/11 07:00:00;;102,21;6;204,43;1104  
Valdemorillo                                ;2020/04/11 07:00:00;15;119,83;26;207,7;1603  
Navalafuente                                ;2020/04/11 07:00:00;;138,03;;207,04;0941  
Velilla de San Antonio                      ;2020/04/11 07:00:00;23;187,97;52;424,98;1678  
Villanueva de la Cañada                     ;2020/04/11 07:00:00;19;88,6;68;317,09;1760  
Villanueva del Pardillo                     ;2020/04/11 07:00:00;11;64,03;59;343,42;1776  
Nuevo Baztán                                ;2020/04/11 07:00:00;7;111,54;24;382,41;1006  
Villamantilla                               ;2020/04/11 07:00:00;;69,4;7;485,77;1757  
Villamanta                                  ;2020/04/11 07:00:00;6;234,83;7;273,97;1744  
Cabanillas de la Sierra                     ;2020/04/11 07:00:00;;529,1;9;1190,48;0297  
Cenicientos                                 ;2020/04/11 07:00:00;;196,75;16;787,01;0376  
Puentes Viejas                              ;2020/04/11 07:00:00;;0;;147,28;9020  
Aranjuez                                    ;2020/04/11 07:00:00;145;243,26;350;587,18;0133  
Cercedilla                                  ;2020/04/11 07:00:00;31;441,22;68;967,83;0382  
Santorcaz                                   ;2020/04/11 07:00:00;;112,87;7;790,07;1369  
Coslada                                     ;2020/04/11 07:00:00;236;289;614;751,89;0493  
Morata de Tajuña                            ;2020/04/11 07:00:00;16;208,25;80;1041,26;0915  
Robregordo                                  ;2020/04/11 07:00:00;;0;;0;1261  
Navarredonda y San Mamés                    ;2020/04/11 07:00:00;;0;;775,19;0973  
Venturada                                   ;2020/04/11 07:00:00;;0;;46,23;1697  
Navacerrada                                 ;2020/04/11 07:00:00;;100,94;9;302,83;0936  
Montejo de la Sierra                        ;2020/04/11 07:00:00;;283,29;;283,29;0881  
Fresno de Torote                            ;2020/04/11 07:00:00;;135,07;13;585,32;0571  
Pinilla del Valle                           ;2020/04/11 07:00:00;;0;;0;1126  
Valdemaqueda                                ;2020/04/11 07:00:00;;256,08;;384,12;1599  
Navas del Rey                               ;2020/04/11 07:00:00;6;205,62;42;1439,34;0992  
Olmeda de las Fuentes                       ;2020/04/11 07:00:00;;0;;862,07;1013  
Bustarviejo                                 ;2020/04/11 07:00:00;;119,86;;199,76;0284  
Becerril de la Sierra                       ;2020/04/11 07:00:00;10;175,01;20;350,02;0186  
Fuenlabrada                                 ;2020/04/11 07:00:00;396;204,44;1176;607,12;0587  
Garganta de los Montes                      ;2020/04/11 07:00:00;;0;;288,18;0626  
Pinto                                       ;2020/04/11 07:00:00;53;100,9;173;329,36;1132  
Alameda del Valle                           ;2020/04/11 07:00:00;;0;;0;0035  
Berzosa del Lozoya                          ;2020/04/11 07:00:00;;975,61;;975,61;0203  
Los Santos de la Humosa                     ;2020/04/11 07:00:00;;154,44;18;694,98;1375  
El Álamo                                    ;2020/04/11 07:00:00;10;105,6;30;316,79;0040  
Pelayos de la Presa                         ;2020/04/11 07:00:00;;154,08;15;577,81;1090  
Galapagar                                   ;2020/04/11 07:00:00;49;145,22;128;379,35;0611  
Griñón                                      ;2020/04/11 07:00:00;22;213,2;58;562,07;0663  
Gargantilla del Lozoya y Pinilla de Buitrago;2020/04/11 07:00:00;;0;;949,37;0632  
Aldea del Fresno                            ;2020/04/11 07:00:00;;176,18;28;986,61;0088  
Carabaña                                    ;2020/04/11 07:00:00;;199;11;547,26;0357  
Talamanca de Jarama                         ;2020/04/11 07:00:00;13;337,05;20;518,54;1454  
Chapinería                                  ;2020/04/11 07:00:00;;128,87;6;257,73;0513  
Ciempozuelos                                ;2020/04/11 07:00:00;35;142,32;139;565,22;0409  
Ajalvir                                     ;2020/04/11 07:00:00;;106,11;9;191;0029  
San Lorenzo de El Escorial                  ;2020/04/11 07:00:00;22;119,77;62;337,53;1317  
Gascones                                    ;2020/04/11 07:00:00;;0;;0;0647  
San Martín de la Vega                       ;2020/04/11 07:00:00;16;83,46;59;307,77;1322  
Móstoles                                    ;2020/04/11 07:00:00;597;285,39;1412;675;0920  
Leganés                                     ;2020/04/11 07:00:00;1116;587,8;2388;1257,76;0745  
Braojos                                     ;2020/04/11 07:00:00;;487,8;;975,61;0246  
Cubas de la Sagra                           ;2020/04/11 07:00:00;6;93,56;18;280,68;0506  
Algete                                      ;2020/04/11 07:00:00;46;223,18;78;378,44;0091  
Mejorada del Campo                          ;2020/04/11 07:00:00;63;270,69;146;627,31;0843  
Loeches                                     ;2020/04/11 07:00:00;21;238,88;46;523,26;0758  
Parla                                       ;2020/04/11 07:00:00;222;170,61;581;446,5;1065  
Fuentidueña de Tajo                         ;2020/04/11 07:00:00;;48,71;15;730,64;0604  
Ambite                                      ;2020/04/11 07:00:00;;506,76;6;1013,51;0112  
Torremocha de Jarama                        ;2020/04/11 07:00:00;;98,14;8;785,08;1533  
Anchuelo                                    ;2020/04/11 07:00:00;;157,36;7;550,75;0127  
Los Molinos                                 ;2020/04/11 07:00:00;15;341,76;36;820,23;0875  
Soto del Real                               ;2020/04/11 07:00:00;23;261,39;49;556,88;1441  
Valverde de Alcalá                          ;2020/04/11 07:00:00;;215,05;6;1290,32;1662  
Fuente el Saz de Jarama                     ;2020/04/11 07:00:00;14;209,08;20;298,69;0590  
Horcajo de la Sierra-Aoslos                 ;2020/04/11 07:00:00;;689,66;;2068,97;0702  
Valdeolmos-Alalpardo                        ;2020/04/11 07:00:00;;48,36;8;193,42;1625  
Campo Real                                  ;2020/04/11 07:00:00;13;209,34;20;322,06;0339  
Valdeavero                                  ;2020/04/11 07:00:00;;64,35;7;450,45;1564  
Villamanrique de Tajo                       ;2020/04/11 07:00:00;;0;;284,5;1739  
Cobeña                                      ;2020/04/11 07:00:00;10;134,63;29;390,41;0416  
Fresnedillas de la Oliva                    ;2020/04/11 07:00:00;;63,61;;190,84;0565  
Valdilecha                                  ;2020/04/11 07:00:00;6;204,57;12;409,14;1659  
El Berrueco                                 ;2020/04/11 07:00:00;;657,89;7;921,05;0210  
Pezuela de las Torres                       ;2020/04/11 07:00:00;;0;;237,53;1111  
Villar del Olmo                             ;2020/04/11 07:00:00;;99,45;;149,18;1795  
Guadarrama                                  ;2020/04/11 07:00:00;44;274,45;83;517,71;0685  
San Martín de Valdeiglesias                 ;2020/04/11 07:00:00;16;189,15;48;567,44;1338  
Torrelodones                                ;2020/04/11 07:00:00;40;168,66;101;425,85;1527  
Boadilla del Monte                          ;2020/04/11 07:00:00;67;122,78;193;353,67;0225  
Torrejón de Velasco                         ;2020/04/11 07:00:00;;114,1;14;319,49;1505  
Villanueva de Perales                       ;2020/04/11 07:00:00;;255,92;;255,92;1782  
Tielmes                                     ;2020/04/11 07:00:00;7;264,15;28;1056,6;1467  
San Sebastián de los Reyes                  ;2020/04/11 07:00:00;160;179,22;329;368,52;1343  
Guadalix de la Sierra                       ;2020/04/11 07:00:00;12;193,11;26;418,41;0679  
Humanes de Madrid                           ;2020/04/11 07:00:00;27;136,76;80;405,21;0730  
Chinchón                                    ;2020/04/11 07:00:00;13;243,86;23;431,44;0528  
Cadalso de los Vidrios                      ;2020/04/11 07:00:00;;32,91;;164,53;0318  
Hoyo de Manzanares                          ;2020/04/11 07:00:00;10;118,57;20;237,14;0724  
Torrejón de la Calzada                      ;2020/04/11 07:00:00;6;67,63;19;214,16;1492  
Estremera                                   ;2020/04/11 07:00:00;;158,73;;238,1;0552  
Corpa                                       ;2020/04/11 07:00:00;;0;6;841,51;0480  
Meco                                        ;2020/04/11 07:00:00;29;202,73;114;796,92;0838  
Madarcos                                    ;2020/04/11 07:00:00;;0;;0;0783  
Zarzalejo                                   ;2020/04/11 07:00:00;;180,94;;241,25;1837  
Arganda del Rey                             ;2020/04/11 07:00:00;119;214,84;266;480,24;0148  
Collado Mediano                             ;2020/04/11 07:00:00;7;100,6;12;172,46;0468  
Daganzo de Arriba                           ;2020/04/11 07:00:00;12;117,59;36;352,77;0534  
Manzanares El Real                          ;2020/04/11 07:00:00;14;158,37;27;305,43;0822  
Buitrago del Lozoya                         ;2020/04/11 07:00:00;;159,24;11;583,86;0278  
